1,ACTIVO,activo,D,clase,1,,0,0,0,,
11,DISPONIBLE,activo,D,grupo,2,1,0,0,0,,
1105,CAJA,activo,D,cuenta,3,11,0,0,0,,
110505,CAJA GENERAL,activo,D,subcuenta,4,1105,0,0,0,,
11050501,Caja general,activo,D,auxiliar,5,110505,1,0,0,,
110510,CAJAS MENORES,activo,D,subcuenta,4,1105,0,0,0,,
11051001,Cajas menores,activo,D,auxiliar,5,110510,1,0,0,,
110515,MONEDA EXTRANJERA,activo,D,subcuenta,4,1105,0,0,0,,
11051501,Moneda extranjera,activo,D,auxiliar,5,110515,1,0,0,,
1110,BANCOS,activo,D,cuenta,3,11,0,0,0,,
111005,MONEDA NACIONAL,activo,D,subcuenta,4,1110,0,0,0,,
11100501,Moneda nacional,activo,D,auxiliar,5,111005,1,0,0,,
111010,MONEDA EXTRANJERA,activo,D,subcuenta,4,1110,0,0,0,,
11101001,Moneda extranjera,activo,D,auxiliar,5,111010,1,0,0,,
1115,REMESAS EN TRANSITO,activo,D,cuenta,3,11,0,0,0,,
111505,MONEDA NACIONAL,activo,D,subcuenta,4,1115,0,0,0,,
11150501,Moneda nacional,activo,D,auxiliar,5,111505,1,0,0,,
111510,MONEDA EXTRANJERA,activo,D,subcuenta,4,1115,0,0,0,,
11151001,Moneda extranjera,activo,D,auxiliar,5,111510,1,0,0,,
1120,CUENTAS DE AHORRO,activo,D,cuenta,3,11,0,0,0,,
112005,BANCOS,activo,D,subcuenta,4,1120,0,0,0,,
11200501,Bancos,activo,D,auxiliar,5,112005,1,0,0,,
112010,CORPORACIONES DE AHORRO Y VIVIENDA,activo,D,subcuenta,4,1120,0,0,0,,
11201001,Corporaciones de ahorro y vivienda,activo,D,auxiliar,5,112010,1,0,0,,
112015,ORGANISMOS COOPERATIVOS FINANCIEROS,activo,D,subcuenta,4,1120,0,0,0,,
11201501,Organismos cooperativos financieros,activo,D,auxiliar,5,112015,1,0,0,,
1125,FONDOS,activo,D,cuenta,3,11,0,0,0,,
112505,ROTATORIOS MONEDA NACIONAL,activo,D,subcuenta,4,1125,0,0,0,,
11250501,Rotatorios moneda nacional,activo,D,auxiliar,5,112505,1,0,0,,
112510,ROTATORIOS MONEDA EXTRANJERA,activo,D,subcuenta,4,1125,0,0,0,,
11251001,Rotatorios moneda extranjera,activo,D,auxiliar,5,112510,1,0,0,,
112515,ESPECIALES MONEDA NACIONAL,activo,D,subcuenta,4,1125,0,0,0,,
11251501,Especiales moneda nacional,activo,D,auxiliar,5,112515,1,0,0,,
112520,ESPECIALES MONEDA EXTRANJERA,activo,D,subcuenta,4,1125,0,0,0,,
11252001,Especiales moneda extranjera,activo,D,auxiliar,5,112520,1,0,0,,
112525,DE AMORTIZACION MONEDA NACIONAL,activo,D,subcuenta,4,1125,0,0,0,,
11252501,De amortizacion moneda nacional,activo,D,auxiliar,5,112525,1,0,0,,
112530,DE AMORTIZACION MONEDA EXTRANJERA,activo,D,subcuenta,4,1125,0,0,0,,
11253001,De amortizacion moneda extranjera,activo,D,auxiliar,5,112530,1,0,0,,
12,INVERSIONES,activo,D,grupo,2,1,0,0,0,,
1205,ACCIONES,activo,D,cuenta,3,12,0,0,0,,
120505,AGRICULTURA- GANADERIA- CAZA Y SILVICULTURA,activo,D,subcuenta,4,1205,0,0,0,,
12050501,Agricultura- ganaderia- caza y silvicultura,activo,D,auxiliar,5,120505,1,0,0,,
120510,PESCA,activo,D,subcuenta,4,1205,0,0,0,,
12051001,Pesca,activo,D,auxiliar,5,120510,1,0,0,,
120515,EXPLOTACION DE MINAS Y CANTERAS,activo,D,subcuenta,4,1205,0,0,0,,
12051501,Explotacion de minas y canteras,activo,D,auxiliar,5,120515,1,0,0,,
120520,INDUSTRIA MANUFACTURERA,activo,D,subcuenta,4,1205,0,0,0,,
12052001,Industria manufacturera,activo,D,auxiliar,5,120520,1,0,0,,
120525,SUMINISTRO DE ELECTRICIDAD- GAS Y AGUA,activo,D,subcuenta,4,1205,0,0,0,,
12052501,Suministro de electricidad- gas y agua,activo,D,auxiliar,5,120525,1,0,0,,
120530,CONSTRUCCION,activo,D,subcuenta,4,1205,0,0,0,,
12053001,Construccion,activo,D,auxiliar,5,120530,1,0,0,,
120535,COMERCIO AL POR MAYOR Y AL POR MENOR,activo,D,subcuenta,4,1205,0,0,0,,
12053501,Comercio al por mayor y al por menor,activo,D,auxiliar,5,120535,1,0,0,,
120540,HOTELES Y RESTAURANTES,activo,D,subcuenta,4,1205,0,0,0,,
12054001,Hoteles y restaurantes,activo,D,auxiliar,5,120540,1,0,0,,
120545,TRANSPORTE- ALMACENAMIENTO Y COMUNICACIONES,activo,D,subcuenta,4,1205,0,0,0,,
12054501,Transporte- almacenamiento y comunicaciones,activo,D,auxiliar,5,120545,1,0,0,,
120550,ACTIVIDAD FINANCIERA,activo,D,subcuenta,4,1205,0,0,0,,
12055001,Actividad financiera,activo,D,auxiliar,5,120550,1,0,0,,
120555,ACTIVIDADES INMOBILIARIAS- EMPRESARIALES Y DE ALQUILER,activo,D,subcuenta,4,1205,0,0,0,,
12055501,Actividades inmobiliarias- empresariales y de alquiler,activo,D,auxiliar,5,120555,1,0,0,,
120560,ENSEÑANZA,activo,D,subcuenta,4,1205,0,0,0,,
12056001,Enseñanza,activo,D,auxiliar,5,120560,1,0,0,,
120565,SERVICIOS SOCIALES Y DE SALUD,activo,D,subcuenta,4,1205,0,0,0,,
12056501,Servicios sociales y de salud,activo,D,auxiliar,5,120565,1,0,0,,
120570,OTRAS ACTIVIDADES DE SERVICIOS COMUNITARIOS- SOCIALES Y PERSONALES,activo,D,subcuenta,4,1205,0,0,0,,
12057001,Otras actividades de servicios comunitarios- sociales y personales,activo,D,auxiliar,5,120570,1,0,0,,
1210,CUOTAS O PARTES DE INTERES SOCIAL,activo,D,cuenta,3,12,0,0,0,,
121005,AGRICULTURA- GANADERIA- CAZA Y SILVICULTURA,activo,D,subcuenta,4,1210,0,0,0,,
12100501,Agricultura- ganaderia- caza y silvicultura,activo,D,auxiliar,5,121005,1,0,0,,
121010,PESCA,activo,D,subcuenta,4,1210,0,0,0,,
12101001,Pesca,activo,D,auxiliar,5,121010,1,0,0,,
121015,EXPLOTACION DE MINAS Y CANTERAS,activo,D,subcuenta,4,1210,0,0,0,,
12101501,Explotacion de minas y canteras,activo,D,auxiliar,5,121015,1,0,0,,
121020,INDUSTRIA MANUFACTURERA,activo,D,subcuenta,4,1210,0,0,0,,
12102001,Industria manufacturera,activo,D,auxiliar,5,121020,1,0,0,,
121025,SUMINISTRO DE ELECTRICIDAD- GAS Y AGUA,activo,D,subcuenta,4,1210,0,0,0,,
12102501,Suministro de electricidad- gas y agua,activo,D,auxiliar,5,121025,1,0,0,,
121030,CONSTRUCCION,activo,D,subcuenta,4,1210,0,0,0,,
12103001,Construccion,activo,D,auxiliar,5,121030,1,0,0,,
121035,COMERCIO AL POR MAYOR Y AL POR MENOR,activo,D,subcuenta,4,1210,0,0,0,,
12103501,Comercio al por mayor y al por menor,activo,D,auxiliar,5,121035,1,0,0,,
121040,HOTELES Y RESTAURANTES,activo,D,subcuenta,4,1210,0,0,0,,
12104001,Hoteles y restaurantes,activo,D,auxiliar,5,121040,1,0,0,,
121045,TRANSPORTE- ALMACENAMIENTO Y COMUNICACIONES,activo,D,subcuenta,4,1210,0,0,0,,
12104501,Transporte- almacenamiento y comunicaciones,activo,D,auxiliar,5,121045,1,0,0,,
121050,ACTIVIDAD FINANCIERA,activo,D,subcuenta,4,1210,0,0,0,,
12105001,Actividad financiera,activo,D,auxiliar,5,121050,1,0,0,,
121055,ACTIVIDADES INMOBILIARIAS- EMPRESARIALES Y DE ALQUILER,activo,D,subcuenta,4,1210,0,0,0,,
12105501,Actividades inmobiliarias- empresariales y de alquiler,activo,D,auxiliar,5,121055,1,0,0,,
121060,ENSEÑANZA,activo,D,subcuenta,4,1210,0,0,0,,
12106001,Enseñanza,activo,D,auxiliar,5,121060,1,0,0,,
121065,SERVICIOS SOCIALES Y DE SALUD,activo,D,subcuenta,4,1210,0,0,0,,
12106501,Servicios sociales y de salud,activo,D,auxiliar,5,121065,1,0,0,,
121070,OTRAS ACTIVIDADES DE SERVICIOS COMUNITARIOS- SOCIALES Y PERSONALES,activo,D,subcuenta,4,1210,0,0,0,,
12107001,Otras actividades de servicios comunitarios- sociales y personales,activo,D,auxiliar,5,121070,1,0,0,,
1215,BONOS,activo,D,cuenta,3,12,0,0,0,,
121505,BONOS PUBLICOS MONEDA NACIONAL,activo,D,subcuenta,4,1215,0,0,0,,
12150501,Bonos publicos moneda nacional,activo,D,auxiliar,5,121505,1,0,0,,
121510,BONOS PUBLICOS MONEDA EXTRANJERA,activo,D,subcuenta,4,1215,0,0,0,,
12151001,Bonos publicos moneda extranjera,activo,D,auxiliar,5,121510,1,0,0,,
121515,BONOS ORDINARIOS,activo,D,subcuenta,4,1215,0,0,0,,
12151501,Bonos ordinarios,activo,D,auxiliar,5,121515,1,0,0,,
121520,BONOS CONVERTIBLES EN ACCIONES,activo,D,subcuenta,4,1215,0,0,0,,
12152001,Bonos convertibles en acciones,activo,D,auxiliar,5,121520,1,0,0,,
121595,OTROS,activo,D,subcuenta,4,1215,0,0,0,,
12159501,Otros,activo,D,auxiliar,5,121595,1,0,0,,
1220,CEDULAS,activo,D,cuenta,3,12,0,0,0,,
122005,CEDULAS DE CAPITALIZACION,activo,D,subcuenta,4,1220,0,0,0,,
12200501,Cedulas de capitalizacion,activo,D,auxiliar,5,122005,1,0,0,,
122010,CEDULAS HIPOTECARIAS,activo,D,subcuenta,4,1220,0,0,0,,
12201001,Cedulas hipotecarias,activo,D,auxiliar,5,122010,1,0,0,,
122015,CEDULAS DE INVERSION,activo,D,subcuenta,4,1220,0,0,0,,
12201501,Cedulas de inversion,activo,D,auxiliar,5,122015,1,0,0,,
122095,OTRAS,activo,D,subcuenta,4,1220,0,0,0,,
12209501,Otras,activo,D,auxiliar,5,122095,1,0,0,,
1225,CERTIFICADOS,activo,D,cuenta,3,12,0,0,0,,
122505,CERTIFICADOS DE DEPOSITO A TERMINO (CDT),activo,D,subcuenta,4,1225,0,0,0,,
12250501,Certificados de deposito a termino (CDT),activo,D,auxiliar,5,122505,1,0,0,,
122510,CERTIFICADOS DE DEPOSITO DE AHORRO,activo,D,subcuenta,4,1225,0,0,0,,
12251001,Certificados de deposito de ahorro,activo,D,auxiliar,5,122510,1,0,0,,
122515,CERTIFICADOS DE AHORRO DE VALOR CONSTANTE (CAVC),activo,D,subcuenta,4,1225,0,0,0,,
12251501,Certificados de ahorro de valor constante (CAVC),activo,D,auxiliar,5,122515,1,0,0,,
122520,CERTIFICADOS DE CAMBIO,activo,D,subcuenta,4,1225,0,0,0,,
12252001,Certificados de cambio,activo,D,auxiliar,5,122520,1,0,0,,
122525,CERTIFICADOS CAFETEROS VALORIZABLES,activo,D,subcuenta,4,1225,0,0,0,,
12252501,Certificados cafeteros valorizables,activo,D,auxiliar,5,122525,1,0,0,,
122530,CERTIFICADOS ELECTRICOS VALORIZABLES (CEV),activo,D,subcuenta,4,1225,0,0,0,,
12253001,Certificados electricos valorizables (CEV),activo,D,auxiliar,5,122530,1,0,0,,
122535,CERTIFICADOS DE REEMBOLSO TRIBUTARIO (CERT),activo,D,subcuenta,4,1225,0,0,0,,
12253501,Certificados de reembolso tributario (CERT),activo,D,auxiliar,5,122535,1,0,0,,
122540,CERTIFICADOS DE DESARROLLO TURISTICO,activo,D,subcuenta,4,1225,0,0,0,,
12254001,Certificados de desarrollo turistico,activo,D,auxiliar,5,122540,1,0,0,,
122545,CERTIFICADOS DE INVERSION FORESTAL (CIF),activo,D,subcuenta,4,1225,0,0,0,,
12254501,Certificados de inversion forestal (CIF),activo,D,auxiliar,5,122545,1,0,0,,
122595,OTROS,activo,D,subcuenta,4,1225,0,0,0,,
12259501,Otros,activo,D,auxiliar,5,122595,1,0,0,,
1230,PAPELES COMERCIALES,activo,D,cuenta,3,12,0,0,0,,
123005,EMPRESAS COMERCIALES,activo,D,subcuenta,4,1230,0,0,0,,
12300501,Empresas comerciales,activo,D,auxiliar,5,123005,1,0,0,,
123010,EMPRESAS INDUSTRIALES,activo,D,subcuenta,4,1230,0,0,0,,
12301001,Empresas industriales,activo,D,auxiliar,5,123010,1,0,0,,
123015,EMPRESAS DE SERVICIOS,activo,D,subcuenta,4,1230,0,0,0,,
12301501,Empresas de servicios,activo,D,auxiliar,5,123015,1,0,0,,
1235,TITULOS,activo,D,cuenta,3,12,0,0,0,,
123505,TITULOS DE DESARROLLO AGROPECUARIO,activo,D,subcuenta,4,1235,0,0,0,,
12350501,Titulos de desarrollo agropecuario,activo,D,auxiliar,5,123505,1,0,0,,
123510,TITULOS CANJEABLES POR CERTIFICADOS DE CAMBIO,activo,D,subcuenta,4,1235,0,0,0,,
12351001,Titulos canjeables por certificados de cambio,activo,D,auxiliar,5,123510,1,0,0,,
123515,TITULOS DE TESORERIA (TES),activo,D,subcuenta,4,1235,0,0,0,,
12351501,Titulos de tesoreria (TES),activo,D,auxiliar,5,123515,1,0,0,,
123520,TITULOS DE PARTICIPACION,activo,D,subcuenta,4,1235,0,0,0,,
12352001,Titulos de participacion,activo,D,auxiliar,5,123520,1,0,0,,
123525,TITULOS DE CREDITO DE FOMENTO,activo,D,subcuenta,4,1235,0,0,0,,
12352501,Titulos de credito de fomento,activo,D,auxiliar,5,123525,1,0,0,,
123530,TITULOS FINANCIEROS AGROINDUSTRIALES (TFA),activo,D,subcuenta,4,1235,0,0,0,,
12353001,Titulos financieros agroindustriales (TFA),activo,D,auxiliar,5,123530,1,0,0,,
123535,TITULOS DE AHORRO CAFETERO (TAC),activo,D,subcuenta,4,1235,0,0,0,,
12353501,Titulos de ahorro cafetero (TAC),activo,D,auxiliar,5,123535,1,0,0,,
123540,TITULOS DE AHORRO NACIONAL (TAN),activo,D,subcuenta,4,1235,0,0,0,,
12354001,Titulos de ahorro nacional (TAN),activo,D,auxiliar,5,123540,1,0,0,,
123545,TITULOS ENERGETICOS DE RENTABILIDAD CRECIENTE (TER),activo,D,subcuenta,4,1235,0,0,0,,
12354501,Titulos energeticos de rentabilidad creciente (TER),activo,D,auxiliar,5,123545,1,0,0,,
123550,TITULOS DE AHORRO EDUCATIVO (TAE),activo,D,subcuenta,4,1235,0,0,0,,
12355001,Titulos de ahorro educativo (TAE),activo,D,auxiliar,5,123550,1,0,0,,
123555,TITULOS FINANCIEROS INDUSTRIALES Y COMERCIALES,activo,D,subcuenta,4,1235,0,0,0,,
12355501,Titulos financieros industriales y comerciales,activo,D,auxiliar,5,123555,1,0,0,,
123560,TESOROS,activo,D,subcuenta,4,1235,0,0,0,,
12356001,Tesoros,activo,D,auxiliar,5,123560,1,0,0,,
123565,TITULOS DE DEVOLUCION DE IMPUESTOS NACIONALES (TIDIS),activo,D,subcuenta,4,1235,0,0,0,,
12356501,Titulos de devolucion de impuestos nacionales (TIDIS),activo,D,auxiliar,5,123565,1,0,0,,
123570,TITULOS INMOBILIARIOS,activo,D,subcuenta,4,1235,0,0,0,,
12357001,Titulos inmobiliarios,activo,D,auxiliar,5,123570,1,0,0,,
123595,OTROS,activo,D,subcuenta,4,1235,0,0,0,,
12359501,Otros,activo,D,auxiliar,5,123595,1,0,0,,
1240,ACEPTACIONES BANCARIAS O FINANCIERAS,activo,D,cuenta,3,12,0,0,0,,
124005,BANCOS COMERCIALES,activo,D,subcuenta,4,1240,0,0,0,,
12400501,Bancos comerciales,activo,D,auxiliar,5,124005,1,0,0,,
124010,COMPAÑIAS DE FINANCIAMIENTO COMERCIAL,activo,D,subcuenta,4,1240,0,0,0,,
12401001,Compañias de financiamiento comercial,activo,D,auxiliar,5,124010,1,0,0,,
124015,CORPORACIONES FINANCIERAS,activo,D,subcuenta,4,1240,0,0,0,,
12401501,Corporaciones financieras,activo,D,auxiliar,5,124015,1,0,0,,
124095,OTRAS,activo,D,subcuenta,4,1240,0,0,0,,
12409501,Otras,activo,D,auxiliar,5,124095,1,0,0,,
1245,DERECHOS FIDUCIARIOS,activo,D,cuenta,3,12,0,0,0,,
124505,FIDEICOMISOS DE INVERSION MONEDA NACIONAL,activo,D,subcuenta,4,1245,0,0,0,,
12450501,Fideicomisos de inversion moneda nacional,activo,D,auxiliar,5,124505,1,0,0,,
124510,FIDEICOMISOS DE INVERSION MONEDA EXTRANJERA,activo,D,subcuenta,4,1245,0,0,0,,
12451001,Fideicomisos de inversion moneda extranjera,activo,D,auxiliar,5,124510,1,0,0,,
